frame,x,y,z,qx,qy,qz,qw
100,320,240,0.8999999761581421,0.06475690007209778,-0.26182007789611816,-0.7237852215766907,0.6351312398910522
101,320,240,0.8999999761581421,0.06447318196296692,-0.26157110929489136,-0.7238105535507202,0.6352338790893555
102,320,240,0.8999999761581421,0.06418672204017639,-0.2613195776939392,-0.7238360047340393,0.6353373527526855
103,320,240,0.8999999761581421,0.06389737129211426,-0.26106560230255127,-0.7238616347312927,0.635441780090332
104,320,240,0.8999999761581421,0.0636051595211029,-0.2608090937137604,-0.7238873243331909,0.6355471611022949
105,320,240,0.8999999761581421,0.0633101761341095,-0.26055020093917847,-0.7239131927490234,0.6356532573699951
106,320,240,0.8999999761581421,0.06301239132881165,-0.2602885961532593,-0.7239391803741455,0.6357604265213013
107,320,240,0.8999999761581421,0.06271171569824219,-0.2600245475769043,-0.7239653468132019,0.635868489742279
108,320,240,0.8999999761581421,0.062408238649368286,-0.2597580552101135,-0.7239915132522583,0.6359773874282837
109,320,240,0.8999999761581421,0.06210196018218994,-0.25948894023895264,-0.724017858505249,0.6360872983932495
110,320,240,0.8999999761581421,0.061792850494384766,-0.25921738147735596,-0.7240443229675293,0.6361980438232422
111,320,240,0.8999999761581421,0.06148090958595276,-0.25894325971603394,-0.7240708470344543,0.6363096237182617
112,320,240,0.8999999761581421,0.061166226863861084,-0.25866666436195374,-0.724097490310669,0.6364220380783081
113,320,240,0.8999999761581421,0.060848623514175415,-0.2583875358104706,-0.7241243124008179,0.6365354061126709
114,320,240,0.8999999761581421,0.060528308153152466,-0.2581058740615845,-0.7241511344909668,0.6366497278213501
115,320,240,0.8999999761581421,0.06020510196685791,-0.2578217387199402,-0.7241780757904053,0.6367648243904114
116,320,240,0.8999999761581421,0.059879034757614136,-0.25753504037857056,-0.7242050766944885,0.6368808746337891
117,320,240,0.8999999761581421,0.059550195932388306,-0.2572457194328308,-0.7242321968078613,0.6369976997375488
118,320,240,0.8999999761581421,0.05921846628189087,-0.25695401430130005,-0.7242594361305237,0.637115478515625
119,320,240,0.8999999761581421,0.05888396501541138,-0.25665974617004395,-0.7242867350578308,0.637234091758728
120,320,240,0.8999999761581421,0.05854666233062744,-0.2563629746437073,-0.7243140339851379,0.6373535394668579
121,320,240,0.8999999761581421,0.05820655822753906,-0.25606364011764526,-0.7243413925170898,0.6374738216400146
122,320,240,0.8999999761581421,0.05786356329917908,-0.2557617425918579,-0.7243689298629761,0.6375950574874878
123,320,240,0.8999999761581421,0.05751773715019226,-0.2554572820663452,-0.7243964672088623,0.6377170085906982
124,320,240,0.8999999761581421,0.05716907978057861,-0.25515037775039673,-0.7244240641593933,0.6378399133682251
125,320,240,0.8999999761581421,0.056817591190338135,-0.2548409104347229,-0.7244517207145691,0.6379636526107788
126,320,240,0.8999999761581421,0.0564633309841156,-0.2545289099216461,-0.7244794368743896,0.6380882263183594
127,320,240,0.8999999761581421,0.05610617995262146,-0.2542143166065216,-0.7245070934295654,0.6382136344909668
128,320,240,0.8999999761581421,0.055746257305145264,-0.2538973093032837,-0.7245349287986755,0.6383397579193115
129,320,240,0.8999999761581421,0.055383533239364624,-0.2535776197910309,-0.7245627641677856,0.6384668350219727
130,320,240,0.8999999761581421,0.05501800775527954,-0.2532555162906647,-0.7245906591415405,0.6385946869850159
131,320,240,0.8999999761581421,0.05464959144592285,-0.25293076038360596,-0.7246184945106506,0.6387233734130859
132,320,240,0.8999999761581421,0.054278284311294556,-0.2526034712791443,-0.7246463894844055,0.6388528347015381
133,320,240,0.8999999761581421,0.05390423536300659,-0.2522737383842468,-0.7246742844581604,0.6389831900596619
134,320,240,0.8999999761581421,0.05352732539176941,-0.25194138288497925,-0.7247022390365601,0.639114260673523
135,320,240,0.8999999761581421,0.05314764380455017,-0.25160640478134155,-0.7247301936149597,0.6392462253570557
136,320,240,0.8999999761581421,0.052765101194381714,-0.2512689232826233,-0.7247581481933594,0.6393789052963257
137,320,240,0.8999999761581421,0.052379727363586426,-0.25092899799346924,-0.724786102771759,0.6395124197006226
138,320,240,0.8999999761581421,0.05199152231216431,-0.2505864202976227,-0.7248140573501587,0.6396467685699463
139,320,240,0.8999999761581421,0.05160054564476013,-0.25024136900901794,-0.7248419523239136,0.6397818326950073
140,320,240,0.8999999761581421,0.05120664834976196,-0.24989372491836548,-0.7248699069023132,0.6399176716804504
141,320,240,0.8999999761581421,0.05080997943878174,-0.2495434582233429,-0.7248978614807129,0.6400543451309204
142,320,240,0.8999999761581421,0.05041047930717468,-0.24919067323207855,-0.724925696849823,0.6401917934417725
143,320,240,0.8999999761581421,0.05000811815261841,-0.2488352656364441,-0.7249535918235779,0.6403300166130066
144,320,240,0.8999999761581421,0.0496029257774353,-0.24847741425037384,-0.724981427192688,0.640468955039978
145,320,240,0.8999999761581421,0.049194902181625366,-0.24811691045761108,-0.7250092029571533,0.6406087875366211
146,320,240,0.8999999761581421,0.048784106969833374,-0.24775390326976776,-0.7250369787216187,0.6407492160797119
147,320,240,0.8999999761581421,0.04837048053741455,-0.24738824367523193,-0.7250646948814392,0.6408904790878296
148,320,240,0.8999999761581421,0.04795399308204651,-0.24702014029026031,-0.725092351436615,0.6410324573516846
149,320,240,0.8999999761581421,0.047534674406051636,-0.24664942920207977,-0.725119948387146,0.6411751508712769
150,320,240,0.8999999761581421,0.047112494707107544,-0.24627605080604553,-0.7251474857330322,0.641318678855896
151,320,240,0.8999999761581421,0.04668751358985901,-0.2459002286195755,-0.7251750230789185,0.6414628028869629
152,320,240,0.8999999761581421,0.046259671449661255,-0.24552173912525177,-0.7252024412155151,0.6416077613830566
153,320,240,0.8999999761581421,0.045829057693481445,-0.24514071643352509,-0.7252297401428223,0.6417534947395325
154,320,240,0.8999999761581421,0.04539558291435242,-0.2447570562362671,-0.7252570390701294,0.6418999433517456
155,320,240,0.8999999761581421,0.04495927691459656,-0.2443709671497345,-0.725284218788147,0.6420469284057617
156,320,240,0.8999999761581421,0.044520169496536255,-0.24398215115070343,-0.7253113389015198,0.6421948671340942
157,320,240,0.8999999761581421,0.04407820105552673,-0.243590846657753,-0.7253382802009583,0.6423434019088745
158,320,240,0.8999999761581421,0.04363343119621277,-0.24319688975811005,-0.725365161895752,0.6424926519393921
159,320,240,0.8999999761581421,0.0431857705116272,-0.2428002804517746,-0.7253919243812561,0.642642617225647
160,320,240,0.8999999761581421,0.04273533821105957,-0.2424011528491974,-0.7254186868667603,0.6427932977676392
161,320,240,0.8999999761581421,0.04228201508522034,-0.24199950695037842,-0.7254452109336853,0.6429445743560791
162,320,240,0.8999999761581421,0.04182589054107666,-0.24159516394138336,-0.7254716753959656,0.6430966258049011
163,320,240,0.8999999761581421,0.04136696457862854,-0.24118830263614655,-0.7254979610443115,0.6432493925094604
164,320,240,0.8999999761581421,0.0409051775932312,-0.2407788336277008,-0.7255241870880127,0.6434027552604675
165,320,240,0.8999999761581421,0.040440529584884644,-0.24036678671836853,-0.7255501747131348,0.6435568332672119
166,320,240,0.8999999761581421,0.03997313976287842,-0.2399521768093109,-0.7255761623382568,0.6437114477157593
167,320,240,0.8999999761581421,0.0395028293132782,-0.2395349144935608,-0.725601851940155,0.643866777420044
168,320,240,0.8999999761581421,0.03902968764305115,-0.23911496996879578,-0.7256274223327637,0.6440229415893555
169,320,240,0.8999999761581421,0.03855374455451965,-0.238692507147789,-0.7256528735160828,0.6441795825958252
170,320,240,0.8999999761581421,0.03807494044303894,-0.2382674366235733,-0.7256782054901123,0.6443369388580322
171,320,240,0.8999999761581421,0.03759336471557617,-0.2378397285938263,-0.725703239440918,0.6444950103759766
172,320,240,0.8999999761581421,0.0371088981628418,-0.23740945756435394,-0.7257282137870789,0.6446536183357239
173,320,240,0.8999999761581421,0.03662160038948059,-0.23697662353515625,-0.7257529497146606,0.644812822341919
174,320,240,0.8999999761581421,0.03613153100013733,-0.23654113709926605,-0.7257775068283081,0.6449726819992065
175,320,240,0.8999999761581421,0.035638630390167236,-0.23610301315784454,-0.725801944732666,0.6451331973075867
176,320,240,0.8999999761581421,0.03514283895492554,-0.2356622815132141,-0.7258260846138,0.6452943086624146
177,320,240,0.8999999761581421,0.03464415669441223,-0.23521888256072998,-0.7258500456809998,0.645456075668335
178,320,240,0.8999999761581421,0.03414267301559448,-0.23477298021316528,-0.7258738279342651,0.6456184387207031
179,320,240,0.8999999761581421,0.03363841772079468,-0.2343243658542633,-0.7258973121643066,0.645781397819519
180,320,240,0.8999999761581421,0.033131301403045654,-0.2338731437921524,-0.7259206771850586,0.6459449529647827
181,320,240,0.8999999761581421,0.0326213538646698,-0.2334192544221878,-0.7259438037872314,0.6461091041564941
182,320,240,0.8999999761581421,0.032108575105667114,-0.23296292126178741,-0.7259666323661804,0.6462737321853638
183,320,240,0.8999999761581421,0.03159302473068237,-0.23250381648540497,-0.7259892225265503,0.6464391350746155
184,320,240,0.8999999761581421,0.031074583530426025,-0.23204219341278076,-0.7260116338729858,0.6466049551963806
185,320,240,0.8999999761581421,0.03055325150489807,-0.23157785832881927,-0.7260337471961975,0.6467714309692383
186,320,240,0.8999999761581421,0.03002917766571045,-0.2311108410358429,-0.7260556221008301,0.6469383835792542
187,320,240,0.8999999761581421,0.02950221300125122,-0.23064130544662476,-0.7260771989822388,0.6471059322357178
188,320,240,0.8999999761581421,0.028972387313842773,-0.23016908764839172,-0.7260985374450684,0.6472740769386292
189,320,240,0.8999999761581421,0.028439819812774658,-0.2296942174434662,-0.7261196374893188,0.6474427580833435
190,320,240,0.8999999761581421,0.027904272079467773,-0.22921669483184814,-0.7261403799057007,0.6476119756698608
191,320,240,0.8999999761581421,0.027366071939468384,-0.22873665392398834,-0.7261608839035034,0.6477816104888916
192,320,240,0.8999999761581421,0.026824921369552612,-0.22825387120246887,-0.7261810302734375,0.6479519605636597
193,320,240,0.8999999761581421,0.02628093957901001,-0.22776839137077332,-0.7262009382247925,0.6481227278709412
194,320,240,0.8999999761581421,0.025734156370162964,-0.22728033363819122,-0.7262205481529236,0.6482940912246704
195,320,240,0.8999999761581421,0.025184541940689087,-0.22678959369659424,-0.726239800453186,0.6484658718109131
196,320,240,0.8999999761581421,0.02463206648826599,-0.22629626095294952,-0.7262587547302246,0.6486382484436035
197,320,240,0.8999999761581421,0.024076789617538452,-0.2258002758026123,-0.7262773513793945,0.6488109827041626
198,320,240,0.8999999761581421,0.023518681526184082,-0.225301593542099,-0.7262957096099854,0.6489843726158142
199,320,240,0.8999999761581421,0.022957682609558105,-0.22480034828186035,-0.726313591003418,0.6491581797599792
200,320,240,0.8999999761581421,0.02239394187927246,-0.22429636120796204,-0.7263312339782715,0.6493324637413025
201,320,240,0.8999999761581421,0.021827340126037598,-0.223789781332016,-0.7263484001159668,0.6495072245597839
202,320,240,0.8999999761581421,0.02125781774520874,-0.22328048944473267,-0.7263653874397278,0.6496824622154236
203,320,240,0.8999999761581421,0.020685553550720215,-0.22276854515075684,-0.7263818383216858,0.6498581767082214
204,320,240,0.8999999761581421,0.02011042833328247,-0.2222539484500885,-0.7263979911804199,0.6500343680381775
205,320,240,0.8999999761581421,0.019532471895217896,-0.22173672914505005,-0.7264137864112854,0.650210976600647
206,320,240,0.8999999761581421,0.01895168423652649,-0.22121673822402954,-0.7264291644096375,0.6503881216049194
207,320,240,0.8999999761581421,0.01836809515953064,-0.2206941545009613,-0.7264442443847656,0.6505656242370605
208,320,240,0.8999999761581421,0.01778164505958557,-0.22016888856887817,-0.726458728313446,0.6507436037063599
209,320,240,0.8999999761581421,0.01719239354133606,-0.21964100003242493,-0.7264729738235474,0.6509219408035278
210,320,240,0.8999999761581421,0.016600310802459717,-0.21911045908927917,-0.7264866828918457,0.6511006951332092
211,320,240,0.8999999761581421,0.01600530743598938,-0.21857717633247375,-0.7265000343322754,0.6512799263000488
212,320,240,0.8999999761581421,0.015407562255859375,-0.21804121136665344,-0.7265130281448364,0.6514595746994019
213,320,240,0.8999999761581421,0.014806896448135376,-0.21750253438949585,-0.7265254855155945,0.6516395807266235
214,320,240,0.8999999761581421,0.014203548431396484,-0.2169613242149353,-0.7265375256538391,0.6518200039863586
215,320,240,0.8999999761581421,0.013597279787063599,-0.21641722321510315,-0.7265491485595703,0.652000904083252
216,320,240,0.8999999761581421,0.01298820972442627,-0.21587064862251282,-0.7265602350234985,0.6521819829940796
217,320,240,0.8999999761581421,0.01237630844116211,-0.21532124280929565,-0.7265709638595581,0.6523635983467102
218,320,240,0.8999999761581421,0.011761605739593506,-0.21476927399635315,-0.7265812158584595,0.6525455713272095
219,320,240,0.8999999761581421,0.011144012212753296,-0.21421459317207336,-0.7265908718109131,0.6527278423309326
220,320,240,0.8999999761581421,0.010523557662963867,-0.21365711092948914,-0.726600170135498,0.6529105305671692
221,320,240,0.8999999761581421,0.00990036129951477,-0.21309703588485718,-0.72660893201828,0.6530935764312744
222,320,240,0.8999999761581421,0.009274274110794067,-0.21253424882888794,-0.726617157459259,0.6532769203186035
223,320,240,0.8999999761581421,0.008645385503768921,-0.2119687795639038,-0.7266249060630798,0.6534605026245117
224,320,240,0.8999999761581421,0.008013665676116943,-0.21140056848526,-0.7266321778297424,0.6536446809768677
225,320,240,0.8999999761581421,0.00737917423248291,-0.21082976460456848,-0.726638913154602,0.6538289785385132
226,320,240,0.8999999761581421,0.0067417919635772705,-0.2102561891078949,-0.7266451120376587,0.6540136337280273
227,320,240,0.8999999761581421,0.006101697683334351,-0.20967993140220642,-0.7266507148742676,0.6541986465454102
228,320,240,0.8999999761581421,0.005458652973175049,-0.20910096168518066,-0.7266558408737183,0.6543838977813721
229,320,240,0.8999999761581421,0.004812836647033691,-0.20851916074752808,-0.7266603708267212,0.6545695662498474
230,320,240,0.8999999761581421,0.004164069890975952,-0.20793485641479492,-0.7266644239425659,0.6547553539276123
231,320,240,0.8999999761581421,0.0035125911235809326,-0.20734766125679016,-0.7266678810119629,0.6549415588378906
232,320,240,0.8999999761581421,0.0028583109378814697,-0.20675796270370483,-0.7266707420349121,0.655128002166748
233,320,240,0.8999999761581421,0.002201169729232788,-0.2061653435230255,-0.7266730070114136,0.6553148031234741
234,320,240,0.8999999761581421,0.0015412867069244385,-0.20557022094726562,-0.7266747355461121,0.6555016040802002
235,320,240,0.8999999761581421,0.0008784830570220947,-0.20497223734855652,-0.7266758680343628,0.6556888818740845
236,320,240,0.8999999761581421,0.000212937593460083,-0.2043716311454773,-0.726676344871521,0.6558762788772583
237,320,240,0.8999999761581421,-0.00045543909072875977,-0.20376822352409363,-0.7266762256622314,0.6560640335083008
238,320,240,0.8999999761581421,-0.0011267364025115967,-0.20316213369369507,-0.7266754508018494,0.6562520265579224
239,320,240,0.8999999761581421,-0.0018007457256317139,-0.20255336165428162,-0.7266740798950195,0.6564401388168335
240,320,240,0.8999999761581421,-0.002477705478668213,-0.20194175839424133,-0.7266721725463867,0.6566285490989685
241,320,240,0.8999999761581421,-0.0031573474407196045,-0.20132750272750854,-0.7266694903373718,0.6568171977996826
242,320,240,0.8999999761581421,-0.0038398802280426025,-0.20071053504943848,-0.7266662120819092,0.6570059061050415
243,320,240,0.8999999761581421,-0.0045251548290252686,-0.20009082555770874,-0.726662278175354,0.657194972038269
244,320,240,0.8999999761581421,-0.005213320255279541,-0.19946840405464172,-0.7266576290130615,0.6573840975761414
245,320,240,0.8999999761581421,-0.005904257297515869,-0.19884321093559265,-0.7266523838043213,0.6575735211372375
246,320,240,0.8999999761581421,-0.006597995758056641,-0.1982153356075287,-0.7266464233398438,0.6577630043029785
247,320,240,0.8999999761581421,-0.007294595241546631,-0.1975846290588379,-0.7266397476196289,0.6579527258872986
248,320,240,0.8999999761581421,-0.007994025945663452,-0.19695129990577698,-0.7266323566436768,0.6581425666809082
249,320,240,0.8999999761581421,-0.008696228265762329,-0.19631510972976685,-0.7266243100166321,0.6583327054977417
250,320,240,0.8999999761581421,-0.00940123200416565,-0.1956762969493866,-0.7266155481338501,0.6585228443145752
251,320,240,0.8999999761581421,-0.0101090669631958,-0.1950346827507019,-0.726606011390686,0.6587131023406982
252,320,240,0.8999999761581421,-0.010819673538208008,-0.19439038634300232,-0.7265957593917847,0.6589035391807556
253,320,240,0.8999999761581421,-0.011533111333847046,-0.1937432885169983,-0.726584792137146,0.6590940952301025
254,320,240,0.8999999761581421,-0.012249380350112915,-0.19309353828430176,-0.72657310962677,0.6592848300933838
255,320,240,0.8999999761581421,-0.012968450784683228,-0.192440927028656,-0.726560652256012,0.659475564956665
256,320,240,0.8999999761581421,-0.013690322637557983,-0.1917855441570282,-0.726547360420227,0.6596664190292358
257,320,240,0.8999999761581421,-0.01441502571105957,-0.1911274790763855,-0.7265334129333496,0.6598573923110962
258,320,240,0.8999999761581421,-0.0151425302028656,-0.19046667218208313,-0.7265186309814453,0.6600484848022461
259,320,240,0.8999999761581421,-0.0158727765083313,-0.1898031234741211,-0.7265029549598694,0.660239577293396
260,320,240,0.8999999761581421,-0.01660594344139099,-0.18913674354553223,-0.7264865636825562,0.6604307889938354
261,320,240,0.8999999761581421,-0.0173417329788208,-0.18846768140792847,-0.7264693975448608,0.6606220006942749
262,320,240,0.8999999761581421,-0.01808050274848938,-0.18779581785202026,-0.7264513969421387,0.6608133316040039
263,320,240,0.8999999761581421,-0.01882198452949524,-0.18712124228477478,-0.7264325618743896,0.6610046625137329
